postcode,ap_monitor,buffer_km,area_overlap,percent_overlap
2019,Cook and Phillip,10,6038597.74860776,88.8174242914712
2019,Rozelle,10,1856311.41479986,27.303159675339
2020,Randwick,10,11961113.9486108,100
2020,Earlwood,10,11961113.9486108,100
2020,Alexandria,10,11961113.9486108,100
2020,Cook and Phillip,10,10813582.146195,90.4061460550747
2020,Rozelle,10,10098453.8231307,84.4273691105798
2020,Bradfield Highway,10,2799274.98086886,23.4031294484405
2021,Randwick,10,5718075.99207845,100
2021,Earlwood,10,5555206.19977207,97.1516679293524
2021,Alexandria,10,5718075.99207845,100
2021,Cook and Phillip,10,5718075.99207845,100
2021,Rozelle,10,5718075.99207845,100
2021,Bradfield Highway,10,5718075.99207845,100
2021,Cammeray,10,5718075.99207845,100
2022,Randwick,10,1922630.38546905,100
2022,Earlwood,10,14354.6527265396,0.746615305522578
2022,Alexandria,10,1922630.38546905,100
2022,Cook and Phillip,10,1922630.38546905,100
2022,Rozelle,10,1922630.38546905,100
2022,Bradfield Highway,10,1922630.38546905,100
2022,Cammeray,10,1922630.38546905,100
2023,Randwick,10,2372986.43886173,100
2023,Alexandria,10,2372986.43886173,100
2023,Cook and Phillip,10,2372986.43886173,100
2023,Rozelle,10,2372986.43886173,100
2023,Bradfield Highway,10,2372986.43886173,100
2023,Cammeray,10,2372986.43886173,100
2024,Randwick,10,1924193.36219335,100
2024,Alexandria,10,1924193.36219335,100
2024,Cook and Phillip,10,1924193.36219335,100
2024,Rozelle,10,924844.710654996,48.0640214661579
2024,Bradfield Highway,10,1924193.36219335,100
2024,Cammeray,10,1667530.91362156,86.6612964364858
2025,Randwick,10,1230582.65543981,100
2025,Earlwood,10,177336.028747972,14.4107368947592
2025,Alexandria,10,1230582.65543981,100
2025,Cook and Phillip,10,1230582.65543981,100
2025,Rozelle,10,1230582.65543981,100
2025,Bradfield Highway,10,1230582.65543981,100
2025,Cammeray,10,1230582.65543981,100
2026,Randwick,10,3656104.69870984,100
2026,Alexandria,10,3656104.69870984,100
2026,Cook and Phillip,10,3656104.69870984,100
2026,Rozelle,10,760526.577181456,20.8015535619051
2026,Bradfield Highway,10,3656104.69870984,100
2026,Cammeray,10,3656104.69870984,100
2027,Randwick,10,1375813.45909905,100
2027,Earlwood,10,100439.164292194,7.30034756005125
2027,Alexandria,10,1375813.45909905,100
2027,Cook and Phillip,10,1375813.45909905,100
2027,Rozelle,10,1375813.45909905,100
2027,Bradfield Highway,10,1375813.45909905,100
2027,Cammeray,10,1375813.45909905,100
2028,Randwick,10,791897.525899212,100
2028,Alexandria,10,791897.525899212,100
2028,Cook and Phillip,10,791897.525899212,100
2028,Rozelle,10,791897.525899212,100
2028,Bradfield Highway,10,791897.525899212,100
2028,Cammeray,10,791897.525899212,100
2029,Randwick,10,2528098.26369024,100
2029,Alexandria,10,2528098.26369024,100
2029,Cook and Phillip,10,2528098.26369024,100
2029,Rozelle,10,1565161.58972097,61.9106310937581
2029,Bradfield Highway,10,2528098.26369024,100
2029,Cammeray,10,2528098.26369024,100
2030,Randwick,10,3920265.26119478,84.0798341962067
2030,Alexandria,10,3731466.85014384,80.0305829236454
2030,Cook and Phillip,10,4662551.13211397,100
2030,Rozelle,10,643953.331618311,13.8111800465413
2030,Bradfield Highway,10,4662551.13211397,100
2030,Cammeray,10,4662551.13211397,100
2031,Randwick,10,6095168.72238557,100
2031,Earlwood,10,3097433.3601636,50.8178444476482
2031,Alexandria,10,6095168.72238557,100
2031,Cook and Phillip,10,6095168.72238557,100
2031,Rozelle,10,4537802.54091202,74.4491702788497
2031,Bradfield Highway,10,5547667.1813639,91.0174506078745
2031,Cammeray,10,3177351.49930856,52.1290163410767
2032,Randwick,10,2475054.01943617,100
2032,Earlwood,10,2475054.01943617,100
2032,Alexandria,10,2475054.01943617,100
2032,Cook and Phillip,10,2475054.01943617,100
2032,Rozelle,10,2321764.43633932,93.8066166680365
2032,Bradfield Highway,10,2215045.11014635,89.4948188100938
2033,Randwick,10,2234904.8189945,100
2033,Earlwood,10,2234904.8189945,100
2033,Alexandria,10,2234904.8189945,100
2033,Cook and Phillip,10,2234904.8189945,100
2033,Rozelle,10,2234904.8189945,100
2033,Bradfield Highway,10,2234904.8189945,100
2033,Cammeray,10,1725867.23300763,77.2232991015747
2034,Randwick,10,3050499.51762911,100
2034,Alexandria,10,3050499.51762911,100
2034,Cook and Phillip,10,3050499.51762911,100
2034,Rozelle,10,281337.484988993,9.22266938129702
2034,Bradfield Highway,10,1704960.73270775,55.8911982399811
2034,Cammeray,10,41091.6212859165,1.3470456575536
2035,Randwick,10,8121622.64712474,100
2035,Earlwood,10,4003809.08434073,49.2981422346454
2035,Alexandria,10,8121622.64712474,100
2035,Cook and Phillip,10,8121622.64712474,100
2035,Rozelle,10,1895707.62476992,23.3414886056181
2035,Bradfield Highway,10,160967.038912426,1.98195663485317
2036,Randwick,10,15713568.9789657,100
2036,Earlwood,10,2644448.46608547,16.8290760019277
2036,Alexandria,10,13738153.4591155,87.4286005776631
2036,Cook and Phillip,10,3001878.72200501,19.1037359241771
2037,Randwick,10,2137169.84622012,100
2037,Earlwood,10,2137169.84622012,100
2037,Alexandria,10,2137169.84622012,100
2037,Cook and Phillip,10,2137169.84622012,100
2037,Rozelle,10,2137169.84622012,100
2037,Bradfield Highway,10,2137169.84622012,100
2037,Cammeray,10,2137169.84622012,100
2038,Randwick,10,1493213.97798,100
2038,Earlwood,10,1493213.97798,100
2038,Alexandria,10,1493213.97798,100
2038,Cook and Phillip,10,1493213.97798,100
2038,Rozelle,10,1493213.97798,100
2038,Bradfield Highway,10,1493213.97798,100
2038,Cammeray,10,1493213.97798,100
2039,Randwick,10,1145646.73311134,62.4701526901684
2039,Earlwood,10,1833910.5697298,100
2039,Alexandria,10,1833910.5697298,100
2039,Cook and Phillip,10,1833910.5697298,100
2039,Rozelle,10,1833910.5697298,100
2039,Bradfield Highway,10,1833910.5697298,100
2039,Cammeray,10,1833910.5697298,100
2040,Lidcombe,10,1528566.79244253,32.1539384964402
2040,Randwick,10,2331770.0918597,49.0496015562987
2040,Earlwood,10,4753902.20893704,100
2040,Alexandria,10,4753902.20893704,100
2040,Cook and Phillip,10,4753902.20893704,100
2040,Rozelle,10,4753902.20893704,100
2040,Bradfield Highway,10,4753902.20893704,100
2040,Cammeray,10,4753902.20893704,100
2041,Randwick,10,1094780.10352875,44.392604802625
2041,Earlwood,10,2466131.70909045,100
2041,Alexandria,10,2466131.70909045,100
2041,Cook and Phillip,10,2466131.70909045,100
2041,Rozelle,10,2466131.70909045,100
2041,Bradfield Highway,10,2466131.70909045,100
2041,Cammeray,10,2466131.70909045,100
2042,Randwick,10,2044564.45960159,100
2042,Earlwood,10,2044564.45960159,100
2042,Alexandria,10,2044564.45960159,100
2042,Cook and Phillip,10,2044564.45960159,100
2042,Rozelle,10,2044564.45960159,100
2042,Bradfield Highway,10,2044564.45960159,100
2042,Cammeray,10,2044564.45960159,100
2043,Randwick,10,807866.682408038,100
2043,Earlwood,10,807866.682408038,100
2043,Alexandria,10,807866.682408038,100
2043,Cook and Phillip,10,807866.682408038,100
2043,Rozelle,10,807866.682408038,100
2043,Bradfield Highway,10,807866.682408038,100
2043,Cammeray,10,807866.682408038,100
2044,Randwick,10,3853940.17399095,100
2044,Earlwood,10,3853940.17399095,100
2044,Alexandria,10,3853940.17399095,100
2044,Cook and Phillip,10,3853940.17399095,100
2044,Rozelle,10,3853940.17399095,100
2044,Bradfield Highway,10,2834029.51808185,73.5358980714811
2044,Cammeray,10,215309.060318403,5.58672554834809
2045,Lidcombe,10,2382447.55144189,100
2045,Earlwood,10,2382447.55144189,100
2045,Alexandria,10,2382447.55144189,100
2045,Cook and Phillip,10,2382447.55144189,100
2045,Rozelle,10,2382447.55144189,100
2045,Bradfield Highway,10,2382447.55144189,100
2045,Cammeray,10,2382447.55144189,100
2046,Lidcombe,10,6013573.95869445,100
2046,Earlwood,10,6013573.95869445,100
2046,Alexandria,10,6013573.95869445,100
2046,Cook and Phillip,10,6013573.95869445,100
2046,Rozelle,10,6013573.95869445,100
2046,Bradfield Highway,10,6013573.95869445,100
2046,Cammeray,10,5396570.14670907,89.7398150214264
2046,Macquarie Park,10,1377715.15882681,22.9100892130029
2047,Lidcombe,10,528063.545415752,22.8567932370585
2047,Earlwood,10,2310313.34946665,100
2047,Alexandria,10,2310313.34946665,100
2047,Cook and Phillip,10,2310313.34946665,100
2047,Rozelle,10,2310313.34946665,100
2047,Bradfield Highway,10,2310313.34946665,100
2047,Cammeray,10,2310313.34946665,100
2047,Macquarie Park,10,680510.552219053,29.4553356745375
2048,Randwick,10,1217472.16650911,100
2048,Earlwood,10,1217472.16650911,100
2048,Alexandria,10,1217472.16650911,100
2048,Cook and Phillip,10,1217472.16650911,100
2048,Rozelle,10,1217472.16650911,100
2048,Bradfield Highway,10,1217472.16650911,100
2048,Cammeray,10,1217472.16650911,100
2049,Lidcombe,10,1081356.54389475,56.0597778454646
2049,Randwick,10,1809161.27324608,93.7906924754916
2049,Earlwood,10,1928934.76473567,100
2049,Alexandria,10,1928934.76473567,100
2049,Cook and Phillip,10,1928934.76473567,100
2049,Rozelle,10,1928934.76473567,100
2049,Bradfield Highway,10,1928934.76473567,100
2049,Cammeray,10,1525467.26158096,79.0834034135934
2050,Randwick,10,825001.915936079,100
2050,Earlwood,10,825001.915936079,100
2050,Alexandria,10,825001.915936079,100
2050,Cook and Phillip,10,825001.915936079,100
2050,Rozelle,10,825001.915936079,100
2050,Bradfield Highway,10,825001.915936079,100
2050,Cammeray,10,825001.915936079,100
2052,Randwick,10,434160.671464853,100
2052,Earlwood,10,434160.671464853,100
2052,Alexandria,10,434160.671464853,100
2052,Cook and Phillip,10,434160.671464853,100
2052,Rozelle,10,434160.671464853,100
2052,Bradfield Highway,10,434160.671464853,100
2052,Cammeray,10,115594.958608441,26.6249262556244
2060,Randwick,10,77520.0892900767,2.88468327093388
2060,Earlwood,10,317258.746232635,11.805855826483
2060,Alexandria,10,2687299.85267952,100
2060,Cook and Phillip,10,2687299.85267952,100
2060,Rozelle,10,2687299.85267952,100
2060,Bradfield Highway,10,2687299.85267952,100
2060,Cammeray,10,2687299.85267952,100
2061,Randwick,10,505117.74632339,79.9695639970733
2061,Alexandria,10,631637.48941019,100
2061,Cook and Phillip,10,631637.48941019,100
2061,Rozelle,10,631637.48941019,100
2061,Bradfield Highway,10,631637.48941019,100
2061,Cammeray,10,631637.48941019,100
2062,Alexandria,10,1536067.46128218,98.9295749223758
2062,Cook and Phillip,10,1552687.82109641,100
2062,Rozelle,10,1552687.82109641,100
2062,Bradfield Highway,10,1552687.82109641,100
2062,Cammeray,10,1552687.82109641,100
2063,Alexandria,10,36905.6112163059,1.35278539262896
2063,Cook and Phillip,10,2728120.17467048,100
2063,Rozelle,10,2728120.17467048,100
2063,Bradfield Highway,10,2728120.17467048,100
2063,Cammeray,10,2728120.17467048,100
2063,Macquarie Park,10,560588.493274873,20.5485263618412
2064,Alexandria,10,434463.208492616,17.1351426446614
2064,Cook and Phillip,10,2535509.7270111,100
2064,Rozelle,10,2535509.7270111,100
2064,Bradfield Highway,10,2535509.7270111,100
2064,Cammeray,10,2535509.7270111,100
2064,Macquarie Park,10,2535509.7270111,100
2065,Earlwood,10,353416.244756768,6.2261771898303
2065,Alexandria,10,5287689.87924887,93.1538790349996
2065,Cook and Phillip,10,5676295.96751648,100
2065,Rozelle,10,5676295.96751648,100
2065,Bradfield Highway,10,5676295.96751648,100
2065,Cammeray,10,5676295.96751648,100
2065,Macquarie Park,10,3265290.47480871,57.5250214839899
2066,Earlwood,10,701013.31832865,7.31789247636949
2066,Alexandria,10,3520631.08620355,36.7519404613123
2066,Cook and Phillip,10,9419837.95182528,98.3338825011661
2066,Rozelle,10,9579442.72332945,100
2066,Bradfield Highway,10,9579442.72332945,100
2066,Cammeray,10,9579442.72332945,100
2066,Macquarie Park,10,9579442.72332945,100
2067,Cook and Phillip,10,5517883.10000709,94.8082614916327
2067,Rozelle,10,5820044.59652924,100
2067,Bradfield Highway,10,5820044.59652924,100
2067,Cammeray,10,5820044.59652924,100
2067,Macquarie Park,10,5820044.59652924,100
2068,Cook and Phillip,10,5665232.34679589,100
2068,Rozelle,10,5665232.34679589,100
2068,Bradfield Highway,10,5665232.34679589,100
2068,Cammeray,10,5665232.34679589,100
2068,Macquarie Park,10,4555139.40670948,80.4051648346913
2069,Cook and Phillip,10,2540248.75334777,33.7337667160329
2069,Rozelle,10,5158738.10724382,68.5065459158392
2069,Bradfield Highway,10,7530284.93595542,100
2069,Cammeray,10,7530284.93595542,100
2069,Macquarie Park,10,6866282.80409938,91.1822442642831
2070,Cook and Phillip,10,267.220923412591,0.00358114519145052
2070,Rozelle,10,4015865.87939045,53.8183859251333
2070,Bradfield Highway,10,7461884.652165,100
2070,Cammeray,10,7461884.652165,100
2070,Macquarie Park,10,7461884.652165,100
2071,Rozelle,10,591813.692230679,7.56608394477677
2071,Bradfield Highway,10,4201350.18584374,53.7124581685193
2071,Cammeray,10,7821928.70909443,100
2071,Macquarie Park,10,7821928.70909443,100
2072,Cammeray,10,2198810.88357968,57.7218091603627
2072,Macquarie Park,10,3809324.26679653,100
2073,Cammeray,10,697581.667663189,6.81865394414522
2073,Macquarie Park,10,10230489.3807107,100
2074,Macquarie Park,10,18150628.9298319,82.4442394074538
2075,Cammeray,10,1050482.5677462,5.92097183587211
2075,Macquarie Park,10,17741725.4610445,100
2076,Macquarie Park,10,15848271.2451731,100
2077,Macquarie Park,10,13676145.9403836,59.8093434365642
2079,Macquarie Park,10,1977672.30676774,17.8771182300259
2084,Macquarie Park,10,1748111.23697197,1.62807305538648
2085,Cammeray,10,1801843.41411917,11.1208787401318
2085,Macquarie Park,10,9488893.29225719,58.5649290356498
2086,Bradfield Highway,10,770835.83400918,9.60425560374201
2086,Cammeray,10,7922769.44947348,98.7140186341617
2086,Macquarie Park,10,3552789.57636714,44.2661040033252
2087,Cook and Phillip,10,3855.18891704967,0.0431678818119038
2087,Bradfield Highway,10,8637931.16059903,96.7218985796061
2087,Cammeray,10,8930688.17656599,100
2087,Macquarie Park,10,6997116.69322016,78.3491322827786
2088,Randwick,10,774647.205124287,8.95444657060037
2088,Alexandria,10,5567813.98705624,64.3605147379798
2088,Cook and Phillip,10,8650978.02546103,100
2088,Rozelle,10,8341412.47334211,96.4216120858494
2088,Bradfield Highway,10,8650978.02546103,100
2088,Cammeray,10,8650978.02546103,100
2089,Randwick,10,71201.8264357193,4.71474933719247
2089,Alexandria,10,1510193.25405152,100
2089,Cook and Phillip,10,1510193.25405152,100
2089,Rozelle,10,1510193.25405152,100
2089,Bradfield Highway,10,1510193.25405152,100
2089,Cammeray,10,1510193.25405152,100
2090,Randwick,10,150104.23750973,7.29261695416413
2090,Alexandria,10,1960348.0501472,95.2409316601695
2090,Cook and Phillip,10,2058304.15135159,100
2090,Rozelle,10,2058304.15135159,100
2090,Bradfield Highway,10,2058304.15135159,100
2090,Cammeray,10,2058304.15135159,100
2092,Cook and Phillip,10,2422908.19110241,77.9642065691945
2092,Rozelle,10,273050.19540202,8.78619417617967
2092,Bradfield Highway,10,3107718.65413911,100
2092,Cammeray,10,3107718.65413911,100
2093,Cook and Phillip,10,4106795.63626899,54.546618350851
2093,Bradfield Highway,10,7528964.69191462,100
2093,Cammeray,10,7528964.69191462,100
2094,Cook and Phillip,10,179373.630276549,15.3549529500617
2094,Bradfield Highway,10,1168180.91764865,100
2094,Cammeray,10,1168180.91764865,100
2095,Cook and Phillip,10,1302059.97836123,23.3877979877024
2095,Bradfield Highway,10,5567261.95020953,100
2095,Cammeray,10,5567261.95020953,100
2096,Bradfield Highway,10,1126193.35396425,32.3571603351786
2096,Cammeray,10,3380054.7049215,97.1138496278958
2099,Cammeray,10,1587331.93449983,12.9358518149285
2100,Bradfield Highway,10,7635045.77144295,38.5451239325744
2100,Cammeray,10,13268962.6017979,66.9876544625264
2109,Macquarie Park,10,1754907.59377115,100
2110,Lidcombe,10,319650.780721422,7.38127522701465
2110,Earlwood,10,3283686.89967708,75.8258644360465
2110,Alexandria,10,2823190.72525301,65.1922317049139
2110,Cook and Phillip,10,4330563.09228974,100
2110,Rozelle,10,4330563.09228974,100
2110,Bradfield Highway,10,4330563.09228974,100
2110,Cammeray,10,4330563.09228974,100
2110,Macquarie Park,10,4133747.76050571,95.4552023007253
2111,Lidcombe,10,3689181.24672038,78.4301103402958
2111,Earlwood,10,3086346.97208805,65.6141613493491
2111,Alexandria,10,1317660.82739771,28.0127966539349
2111,Cook and Phillip,10,3938825.5970676,83.7374218097365
2111,Rozelle,10,4703781.78828718,100
2111,Bradfield Highway,10,4703781.78828718,100
2111,Cammeray,10,4703781.78828718,100
2111,Macquarie Park,10,4703781.78828718,100
2112,Lidcombe,10,4902665.50573238,52.6408665231811
2112,Parramatta North ,10,2489134.15078392,26.7263141726685
2112,Earlwood,10,276982.585978643,2.97401552700242
2112,Cook and Phillip,10,95653.4039452104,1.02704907436175
2112,Rozelle,10,9087634.87738194,97.5756910261014
2112,Bradfield Highway,10,4449117.02898985,47.7710289219661
2112,Cammeray,10,4046256.95823711,43.4454425267249
2112,Macquarie Park,10,9313420.97792677,100
2113,Cook and Phillip,10,566012.161848214,4.93868675188583
2113,Rozelle,10,9800543.47602489,85.5137353732427
2113,Bradfield Highway,10,7564755.45018149,66.0055738044127
2113,Cammeray,10,9325383.06466661,81.3677671648334
2113,Macquarie Park,10,11460782.8008546,100
2114,Lidcombe,10,6709953.75746871,91.1236130674715
2114,Parramatta North ,10,7363572.98793716,100
2114,Rozelle,10,4148391.51605822,56.3366659480937
2114,Macquarie Park,10,7363572.98793716,100
2115,Lidcombe,10,3934957.89846357,100
2115,Parramatta North ,10,3934957.89846357,100
2115,Macquarie Park,10,3934957.89846357,100
2116,Lidcombe,10,3799832.96921608,100
2116,Parramatta North ,10,3799832.96921608,100
2116,Macquarie Park,10,3571792.23950714,93.9986643740294
2117,Lidcombe,10,5264346.00054297,73.8879758140605
2117,Parramatta North ,10,7124766.84134741,100
2117,Prospect ,10,442359.707196058,6.20876046959033
2117,Macquarie Park,10,7034513.65296996,98.7332471309281
2118,Parramatta North ,10,8506884.0224231,100
2118,Macquarie Park,10,8506884.0224231,100
2119,Parramatta North ,10,6740352.41198377,100
2119,Macquarie Park,10,6740352.41198377,100
2120,Parramatta North ,10,3255887.86663172,23.5696560948884
2120,Macquarie Park,10,13813896.3654112,100
2121,Parramatta North ,10,7984829.67918569,86.7846455667264
2121,Macquarie Park,10,9200740.09295385,100
2122,Lidcombe,10,573952.257387939,6.3368853829713
2122,Parramatta North ,10,6232333.21542047,68.8098718077006
2122,Rozelle,10,597667.590338039,6.59872135415071
2122,Macquarie Park,10,9057324.26422424,100
2123,Lidcombe,10,21798.065272009,100
2123,Parramatta North ,10,21798.065272009,100
2123,Prospect ,10,21798.065272009,100
2125,Parramatta North ,10,9291567.6426724,100
2125,Prospect ,10,143940.490237575,1.54915183070416
2125,Macquarie Park,10,9196112.32628195,98.9726672606669
2126,Parramatta North ,10,4996748.72515088,60.4949689644951
2126,Macquarie Park,10,8259775.66511937,100
2127,Lidcombe,10,8128923.84932271,100
2127,Parramatta North ,10,8128923.84932271,100
2127,Earlwood,10,2330871.20866278,28.6737980557782
2127,Rozelle,10,6191320.91076933,76.1640904199783
2127,Macquarie Park,10,5573388.74560164,68.5624425681636
2128,Lidcombe,10,2700096.98842659,100
2128,Parramatta North ,10,2700096.98842659,100
2128,Macquarie Park,10,1018914.73564662,37.736227254576
2129,Lidcombe,10,466283.926462591,100
2129,Parramatta North ,10,363680.67853688,77.9955426076771
2129,Earlwood,10,466283.926462591,100
2129,Rozelle,10,466283.926462591,100
2130,Lidcombe,10,1203215.71367204,100
2130,Earlwood,10,1203215.71367204,100
2130,Alexandria,10,1203215.71367204,100
2130,Cook and Phillip,10,1203215.71367204,100
2130,Rozelle,10,1203215.71367204,100
2130,Bradfield Highway,10,1203215.71367204,100
2130,Cammeray,10,290530.149465627,24.146139895312
2131,Lidcombe,10,3413763.76678432,100
2131,Earlwood,10,3413763.76678432,100
2131,Alexandria,10,3413763.76678432,100
2131,Cook and Phillip,10,3413763.76678432,100
2131,Rozelle,10,3413763.76678432,100
2131,Bradfield Highway,10,2882187.92233394,84.4284525595304
2131,Cammeray,10,316925.219797304,9.28374783518894
2132,Lidcombe,10,2435330.76823044,100
2132,Earlwood,10,2435330.76823044,100
2132,Alexandria,10,2435330.76823044,100
2132,Cook and Phillip,10,2420221.92387571,99.3795978537362
2132,Rozelle,10,2435330.76823044,100
2132,Bradfield Highway,10,1529212.17482855,62.7927916313276
2132,Cammeray,10,63335.9422586598,2.60071211208328
2133,Lidcombe,10,2550295.58959115,100
2133,Earlwood,10,2550295.58959115,100
2133,Alexandria,10,2539275.91882158,99.5679061354873
2133,Cook and Phillip,10,599058.240051456,23.4897571284078
2133,Rozelle,10,2550295.58959115,100
2134,Lidcombe,10,2445588.17483307,100
2134,Earlwood,10,2445588.17483307,100
2134,Alexandria,10,2445588.17483307,100
2134,Cook and Phillip,10,837588.232740427,34.2489484272061
2134,Rozelle,10,2445588.17483307,100
2134,Bradfield Highway,10,181578.38719551,7.42473279287526
2135,Lidcombe,10,6538132.16029942,100
2135,Parramatta North ,10,77775.3985260949,1.18956602006854
2135,Earlwood,10,6538132.16029942,100
2135,Alexandria,10,466432.119577178,7.13402709124524
2135,Rozelle,10,6538132.16029942,100
2136,Lidcombe,10,3463484.0333267,100
2136,Earlwood,10,3463484.0333267,100
2136,Alexandria,10,974420.482271861,28.1341121511083
2136,Cook and Phillip,10,3977.4709980879,0.114840171336592
2136,Rozelle,10,3463484.0333267,100
2137,Lidcombe,10,7354970.62479988,100
2137,Parramatta North ,10,127489.64091821,1.73338069479616
2137,Earlwood,10,7354970.62479988,100
2137,Alexandria,10,2289982.2767443,31.1351655032151
2137,Cook and Phillip,10,2411382.1969749,32.7857488491398
2137,Rozelle,10,7354970.62479988,100
2137,Bradfield Highway,10,3609346.0299814,49.0735614607517
2137,Cammeray,10,1030078.28985743,14.0051992374267
2137,Macquarie Park,10,3146843.20376645,42.7852586270808
2138,Lidcombe,10,3390055.09157881,100
2138,Parramatta North ,10,2267262.73134582,66.879819651837
2138,Earlwood,10,2352545.83959165,69.3955046758849
2138,Rozelle,10,3390055.09157881,100
2138,Macquarie Park,10,3147479.33293981,92.8444891871646
2139,Lidcombe,10,391021.818017611,100
2139,Parramatta North ,10,294387.839342151,75.2868064586852
2139,Earlwood,10,354986.543196843,90.7843314208251
2139,Rozelle,10,391021.818017611,100
2139,Macquarie Park,10,391021.818017611,100
2140,Lidcombe,10,3282484.25328422,100
2140,Parramatta North ,10,1507056.92578699,45.9120839431031
2140,Earlwood,10,3282484.25328422,100
2140,Rozelle,10,3282484.25328422,100
2141,Lidcombe,10,11947911.1424255,100
2141,Parramatta North ,10,9726603.48291837,81.4084015772467
2141,Earlwood,10,6062232.38215194,50.7388472335196
2141,Rozelle,10,2237745.91885334,18.7291811277989
2142,Lidcombe,10,11002573.3264877,100
2142,Parramatta North ,10,11002573.3264877,100
2142,Prospect ,10,2357972.31109717,21.431098354242
2142,Macquarie Park,10,1242660.41665825,11.2942707108951
2143,Lidcombe,10,4310405.96177125,100
2143,Parramatta North ,10,1558613.70045521,36.1593249981201
2143,Earlwood,10,832887.461048741,19.3227150397334
2144,Lidcombe,10,8563748.913556,100
2144,Parramatta North ,10,8563748.913556,100
2145,Lidcombe,10,3867825.25816012,14.668377803553
2145,Parramatta North ,10,26368459.4844785,100
2145,Prospect ,10,26368459.4844785,100
2146,Parramatta North ,10,6007545.75478888,100
2146,Prospect ,10,6007545.75478888,100
2147,Parramatta North ,10,15997079.5145073,99.9999707957003
2147,Prospect ,10,15997084.1863437,100
2147,Rouse Hill,10,7600821.41502362,47.5137926792449
2148,Parramatta North ,10,22260083.159173,57.2499923153021
2148,St Marys,10,527259.0330116,1.35604055799085
2148,Prospect ,10,38882246.545251,100
2148,Rouse Hill,10,12589661.3969891,32.3789454458021
2150,Lidcombe,10,5847244.2100146,100
2150,Parramatta North ,10,5847244.2100146,100
2150,Prospect ,10,5128845.89880247,87.7138993103499
2150,Macquarie Park,10,304462.825502025,5.2069456066256
2151,Lidcombe,10,2188436.76003,20.3885762904826
2151,Parramatta North ,10,10733641.8632211,100
2151,Prospect ,10,7626571.27961301,71.0529695027887
2151,Macquarie Park,10,5829817.83272691,54.3135117327032
2152,Parramatta North ,10,4285202.53681666,100
2152,Prospect ,10,4285202.53681666,100
2153,Parramatta North ,10,24542670.8397147,100
2153,Prospect ,10,24542670.8397147,100
2153,Macquarie Park,10,0.0859040517825633,3.50019165980722e-07
2153,Rouse Hill,10,9375199.18328666,38.1995881561342
2154,Parramatta North ,10,18160359.3747931,96.5425301923301
2154,Prospect ,10,4756140.08009965,25.2841801093049
2154,Macquarie Park,10,2239113.9150228,11.9033835335441
2154,Rouse Hill,10,7689778.3613175,40.8797339468003
2155,Parramatta North ,10,2824944.53372192,8.02991049972176
2155,Prospect ,10,6526288.22197424,18.5509873529432
2155,Rouse Hill,10,35180274.2237265,100
2156,Parramatta North ,10,1164343.82894301,1.84947704543875
2156,Rouse Hill,10,56731980.1143669,90.1147001045726
2157,Rouse Hill,10,170811.530326255,0.115035464024997
2158,Parramatta North ,10,320178.31914894,0.766074623177013
2158,Macquarie Park,10,6919043.17418862,16.5548479562926
2158,Rouse Hill,10,1369315.83926928,3.27629340539624
2160,Lidcombe,10,8397484.23188805,100
2160,Parramatta North ,10,8397484.23188805,100
2160,Prospect ,10,7994924.07628294,95.2061814647242
2161,Liverpool,10,2646088.14836909,23.5590894010852
2161,Lidcombe,10,11231708.0822623,100
2161,Parramatta North ,10,11231708.0822623,100
2161,Prospect ,10,7621215.87302679,67.8544689481611
2162,Liverpool,10,1137304.26000603,19.6423341678145
2162,Lidcombe,10,5790066.75219687,100
2162,Parramatta North ,10,4592031.38224736,79.3087813798528
2163,Liverpool,10,6244385.98644844,98.290931897334
2163,Lidcombe,10,6352962.4411037,100
2163,Parramatta North ,10,3542426.64215618,55.7602327260219
2164,Liverpool,10,11222160.1646539,54.6997561734831
2164,Lidcombe,10,2634703.86626516,12.8422386563294
2164,Parramatta North ,10,13758173.3394175,67.0609504780549
2164,Prospect ,10,20515923.561089,100
2165,Liverpool,10,11120223.9092362,100
2165,Lidcombe,10,6970821.72816822,62.685983529328
2165,Parramatta North ,10,8372176.57202391,75.287841686984
2165,Prospect ,10,8712923.90755073,78.3520545869041
2166,Liverpool,10,15254780.4133933,100
2166,Lidcombe,10,6572062.77622858,43.0819887152128
2166,Parramatta North ,10,24556.986367739,0.160978956774617
2166,Prospect ,10,1795021.26355402,11.7669426560741
2167,Liverpool,10,6994640.3563655,100
2168,Liverpool,10,12868047.907234,100
2168,Bringelly,10,4434577.05016317,34.4619252440783
2170,Liverpool,10,54319385.5550691,100
2170,Bringelly,10,2714262.74689713,4.99685833917507
2170,Lidcombe,10,7772368.9599348,14.30864668389
2171,Liverpool,10,21533025.5023353,100
2171,Bringelly,10,21439395.2103211,99.5651781863907
2172,Liverpool,10,3678632.23786389,100
2173,Campbelltown West,10,39685011.1410272,20.5762598178743
2173,Liverpool,10,43723698.1331128,22.6702764373206
2174,Liverpool,10,6056299.85313706,100
2174,Bringelly,10,2362791.74832878,39.0137840864152
2175,Liverpool,10,2872856.93944233,13.0773217232514
2175,Bringelly,10,2156909.86156188,9.81831145172645
2175,St Marys,10,14969692.7697203,68.1424423751027
2175,Prospect ,10,20409266.9855414,92.9035298769413
2176,Liverpool,10,19845537.4052699,100
2176,Bringelly,10,1470890.66152583,7.41169478804459
